	seqr_1	seqr_2	seqr_3	seqr_4	seqr_5	seqr_6	seqr_7	seqr_8	seqr_9	seqr_10	seqr_11	seqr_12	seqr_13	seqr_14	seqr_15	seqr_16	seqr_17	seqr_18	seqr_19	seqr_20	seqr_21	seqr_22	seqr_23	seqr_24	seqr_25	seqr_26	seqr_27	seqr_28	seqr_29	seqr_30	seqr_31	seqr_32	seqr_33	seqr_34	seqr_35	seqr_36	seqr_37	seqr_38	seqr_39	seqr_40	seqr_41	seqr_42	seqr_43	seqr_44	seqr_45	seqr_46	seqr_47	seqr_48	seqr_49	seqr_50	seqr_51	seqr_52	seqr_53	seqr_54	seqr_55	seqr_56	seqr_57	seqr_58	seqr_59	seqr_60	seqr_61	seqr_62	seqr_63	seqr_64	seqr_65	seqr_66	seqr_67	seqr_68	seqr_69	seqr_70	seqr_71	seqr_72	seqr_73	seqr_74	seqr_75	seqr_76	seqr_77	seqr_78	seqr_79	seqr_80	seqr_81	seqr_82	seqr_83	seqr_84	seqr_85	seqr_86	seqr_87	seqr_88	seqr_89	seqr_90	seqr_91	seqr_92	seqr_93	seqr_94	seqr_95	seqr_96	seqr_97	seqr_98	seqr_99	seqr_100	seqr_101	seqr_102	seqr_103	seqr_104	seqr_105	seqr_106	seqr_107	seqr_108	seqr_109	seqr_110	seqr_111	seqr_112	seqr_113
90_rpob	4626	2139	3	2322	111	0	0	0	0	0	1	0	0	82	0	0	0	0	0	0	0	2	0	0	132	3	0	0	46	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	
91_rpob	0	1	19121	0	0	7773	0	0	0	3701	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	59	0	0	0	0	0	281	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	64	0	0	0	258	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	245	0	0	0	268	0	0	0	2	0	0	80	0	0	0	129	0	0	0	0	134	0	0	0	0	0	374	
92_rpob	1	0	10226	0	0	5979	0	0	0	2151	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	6	0	0	0	0	0	361	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	14	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	196	0	0	0	261	0	0	0	1	0	0	26	0	0	0	227	0	0	0	0	49	0	0	0	0	0	16	
93_rpob	3	2	4527	2	0	2202	1	0	0	827	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	5	0	0	0	254	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	76	0	0	0	36	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	
94_rpob	1	1	1763	1	0	404	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	2	0	0	0	0	0	90	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	31	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	11	0	0	0	19	0	0	0	0	0	0	12	0	0	0	34	0	0	0	0	0	0	0	0	0	0	28	
95_rpob	1	0	4023	0	0	721	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0	26	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	5	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	1	0	0	0	0	0	304	
96_rpob	14	2	971	4	0	220	0	0	0	118	0	0	0	0	0	0	0	1	0	0	0	0	28	0	1	0	0	0	0	0	0	7	0	0	14	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	16	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	15	0	0	0	10	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
97_rpob	1	1	686	0	0	126	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	13	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	4	0	0	0	8	0	0	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	
98_rpob	1	0	709	0	0	104	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	
99_rpob	1	0	405	0	0	259	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9_rpob	16012	19549	2	5301	21705	0	620	3760	44	0	681	22	847	4051	342	287	561	273	25	1802	223	364	2	154	182	613	1725	531	1561	250	805	12	844	80	0	431	107	20	118	175	119	0	105	4	4	210	418	37	14	29	373	100	874	0	141	0	0	58	106	1	0	0	168	119	0	219	350	59	98	204	0	153	186	125	4	6	386	5	55	445	6	25	0	6	1212	0	0	116	318	141	0	78	11	0	45	114	287	0	627	65	194	0	78	11	388	73	0	38	17	3	0	129	26	
total	948441	661264	231565	202915	201044	143963	116278	98214	96511	85228	47728	38661	33924	31555	27843	27721	22645	20797	19411	18850	18582	17014	17002	15945	15787	15504	15181	14287	14089	13742	12632	12173	11079	10957	10862	10663	10519	9935	9809	9579	9575	9304	9260	9231	8959	8735	8693	8448	8427	8329	8184	8145	7645	7546	7436	7417	7132	7109	7055	7013	6501	6419	6414	6298	6216	5982	5932	5921	5859	5857	5856	5791	5674	5638	5630	5571	5469	5425	5391	5376	5355	5162	5142	5034	5033	5002	4990	4925	4881	4856	4625	4595	4561	4558	4386	4319	4291	4283	4230	4222	4191	4107	4080	4064	4037	3975	3969	3960	3949	3914	3902	3828	3813
