	seqr_1	seqr_2	seqr_3	seqr_4	seqr_5	seqr_6	seqr_7	seqr_8	seqr_9	seqr_10	seqr_11	seqr_12	seqr_13	seqr_14	seqr_15	seqr_16	seqr_17	seqr_18	seqr_19	seqr_20	seqr_21	seqr_22	seqr_23	seqr_24	seqr_25	seqr_26	seqr_27	seqr_28	seqr_29	seqr_30	seqr_31	seqr_32	seqr_33	seqr_34	seqr_35	seqr_36	seqr_37	seqr_38	seqr_39	seqr_40	seqr_41	seqr_42	seqr_43	seqr_44	seqr_45	seqr_46	seqr_47	seqr_48	seqr_49	seqr_50	seqr_51	seqr_52	seqr_53	seqr_54	seqr_55	seqr_56	seqr_57	seqr_58	seqr_59	seqr_60	seqr_61	seqr_62	seqr_63	seqr_64	seqr_65	seqr_66	seqr_67	seqr_68	seqr_69	seqr_70	seqr_71	seqr_72	seqr_73	seqr_74	seqr_75	seqr_76	seqr_77	seqr_78	seqr_79	seqr_80	seqr_81	seqr_82
6_reca	7876	2	203	3	354	2	165	170	22	147	218	1	87	0	82	99	0	115	9	71	77	0	0	1	84	73	34	9	4	0	2	0	2	0	1	0	77	46	0	38	50	60	0	53	0	0	0	43	126	9	9	6	7	0	0	0	35	4	12	9	15	0	0	17	0	10	0	0	0	0	7	7	3	26	13	3	0	6	6	0	0	0	
70_reca	9887	0	0	4096	0	4109	17	0	0	11	1	0	0	0	2	0	0	0	19	0	0	0	0	0	109	22	7	0	0	0	0	0	0	0	0	0	8	12	0	1	0	8	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	15	0	0	187	
71_reca	7472	0	1	3973	0	374	16	0	0	6	3	0	0	0	0	0	0	0	7	0	0	0	0	0	164	22	3	0	0	0	0	0	0	0	0	0	2	10	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	5	0	0	20	
72_reca	4501	0	0	2049	0	840	10	1	0	6	3	0	0	0	0	0	0	0	4	0	0	0	0	0	86	8	4	0	0	0	0	0	0	0	0	0	3	10	0	0	0	8	0	0	0	0	51	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	2	0	0	41	
73_reca	4621	0	0	1212	0	3263	14	0	0	5	1	0	0	0	0	0	0	0	5	0	0	0	0	0	90	18	3	0	0	1	0	0	0	0	0	0	9	11	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	4	0	0	49	
74_reca	9365	1	0	3901	1	2541	16	0	0	4	7	0	0	0	0	0	0	0	11	0	0	0	0	0	154	22	1	0	0	0	0	0	0	0	0	0	1	20	0	0	0	18	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	7	0	0	110	
75_reca	3447	0	1	1154	1	420	11	0	0	3	1	0	0	0	0	0	0	0	7	0	1	0	0	0	44	10	3	0	0	0	0	0	0	0	0	0	4	4	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	3	0	0	36	
76_reca	1525	0	0	1981	0	253	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	4	0	0	9	
77_reca	1778	0	0	1154	0	558	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	15	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	20	
78_reca	2251	0	2	510	0	263	2	0	2	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	40	2	2	1	0	0	0	0	0	0	0	0	6	2	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	2	0	0	8	
79_reca	6275	0	0	3684	0	1508	15	0	0	5	1	0	0	0	1	0	0	0	5	0	0	0	0	0	53	8	4	0	0	0	0	0	0	0	0	0	4	9	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	2	0	0	139	
7_reca	14464	1064	35	2777	145	537	1157	91	142	168	23	46	17	0	10	10	494	7	44	13	1	1	11	17	179	44	308	56	0	12	130	0	0	22	0	1	18	37	0	29	0	27	0	4	0	12	384	11	0	0	1	119	2	13	0	0	6	0	0	1	4	3	4	4	0	0	0	0	7	6	0	16	0	0	8	0	1	6	20	15	2	12	
80_reca	4470	0	0	2928	0	162	14	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	77	11	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	1	0	0	0	0	0	0	1	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	3	0	0	10	
81_reca	11063	0	1	3940	0	3733	28	0	0	14	2	0	0	0	1	0	0	0	17	0	0	0	0	0	157	23	12	0	0	0	0	0	0	0	0	0	1	23	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	8	0	0	230	
82_reca	6205	0	1	2679	91	364	48	24	1	21	1	0	0	0	0	0	0	0	7	0	0	0	0	0	121	17	3	0	0	0	0	0	0	0	0	0	5	21	0	10	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	5	0	0	15	
83_reca	2064	0	0	432	0	333	2	0	0	7	1	0	0	0	0	0	0	0	2	0	0	0	0	0	19	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	
84_reca	698	0	0	723	0	101	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	
85_reca	11506	0	0	1869	0	873	29	0	0	17	5	1	0	0	0	0	0	2	13	0	0	0	0	0	180	24	7	0	0	0	0	0	0	0	0	0	9	23	0	0	0	22	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	10	0	0	0	18	0	0	20	
86_reca	7611	1	0	4674	0	3266	12	0	0	13	3	0	0	0	0	0	1	0	8	0	0	0	1	0	66	22	1	0	0	0	1	0	0	0	0	0	5	9	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	5	0	0	272	
87_reca	12804	10	0	5603	0	1646	18	0	1	12	6	0	0	0	0	0	0	0	13	0	0	0	0	0	122	26	8	0	0	0	0	0	0	0	0	0	8	12	0	0	0	19	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	9	0	0	135	
88_reca	18563	4	0	4122	0	802	50	0	0	27	11	0	0	0	0	0	2	0	27	0	0	0	0	0	202	37	9	0	0	0	0	0	0	1	0	1	20	33	0	0	0	20	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	15	0	0	19	
89_reca	206	2	0	213	1	95	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	
8_reca	30623	2	1337	675	1789	25	1273	1997	2710	1585	1178	0	736	0	485	586	1	802	21	303	1	0	3	2	348	414	1643	967	0	2	94	0	0	0	0	0	536	495	2	256	0	366	0	442	0	0	0	414	850	44	84	26	48	1	0	616	170	30	0	62	60	0	0	103	0	4	0	9	0	0	62	37	79	177	23	31	0	98	131	348	0	1	
90_reca	9573	5	0	5184	0	3738	18	0	0	6	8	0	0	0	0	0	0	0	11	0	0	0	0	0	163	25	2	0	0	0	0	0	0	0	0	0	6	22	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	10	0	0	0	2	0	0	191	
91_reca	4	33736	0	0	0	1	1	0	0	6	0	0	0	0	0	0	439	0	0	0	0	593	0	0	0	0	0	0	1	0	94	141	0	1	2	371	0	0	0	0	0	0	78	0	393	0	0	1	0	0	0	1	0	431	450	0	0	0	0	0	0	0	0	0	479	0	215	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	
92_reca	4	23405	1	0	0	0	1	0	0	2	0	0	0	0	0	0	663	0	0	0	0	88	0	0	1	0	0	0	1	0	53	25	0	0	1	63	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	3	0	236	569	0	0	0	0	0	0	0	0	0	437	0	2	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	
93_reca	3	40192	0	0	0	0	1	0	0	2	0	0	0	0	0	0	226	0	0	0	0	607	0	0	0	0	0	0	0	0	68	16	0	0	0	499	0	0	0	0	0	0	15	0	1061	0	0	0	0	0	0	1	0	229	1	0	0	0	0	0	0	0	0	0	1	0	682	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	
94_reca	2	34931	0	0	0	0	1	0	0	1	0	1	0	0	0	0	586	0	0	0	0	1896	0	0	0	0	0	0	0	0	98	1856	0	0	0	1089	0	0	0	0	0	0	1549	0	38	0	0	16	0	0	0	0	0	210	59	0	0	0	0	0	0	0	0	0	86	0	21	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	
95_reca	3	38097	0	0	0	0	1	1	0	1	0	1	0	0	0	0	224	0	0	0	0	456	0	0	0	0	0	0	0	0	72	79	0	0	0	353	0	0	0	0	0	0	90	0	0	0	0	1	0	0	0	0	0	234	143	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	
96_reca	99	28538	0	0	1	0	154	0	0	5	0	1	0	0	0	0	642	0	0	0	0	403	0	0	1	1	0	0	0	0	95	88	0	0	0	317	2	0	0	1	0	0	123	0	119	0	0	0	0	0	0	20	0	123	282	0	0	0	0	0	0	0	0	0	364	0	119	0	0	0	0	1	0	0	0	0	43	0	0	0	0	0	
97_reca	2	40500	0	0	0	0	1	0	0	3	0	0	0	0	0	0	560	0	0	0	0	1345	0	0	0	0	0	0	1	0	170	737	0	0	1	906	0	0	0	0	0	0	772	0	421	0	0	46	0	0	0	0	0	284	97	0	0	0	0	0	0	0	0	0	162	0	304	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	
98_reca	3	16450	0	0	3	0	0	0	0	2	0	4	0	0	0	0	99	0	0	0	0	158	5	0	0	0	0	0	0	1	112	19	0	1	0	106	0	0	0	0	0	0	19	0	32	0	0	48	0	0	0	0	0	87	29	0	0	0	0	0	0	0	0	0	68	0	24	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	
99_reca	0	33901	0	0	0	0	0	0	0	1	0	0	0	0	0	0	114	0	0	0	0	125	0	0	0	0	0	0	0	0	85	14	0	0	0	137	0	0	0	0	0	0	21	0	101	0	0	1	0	0	0	0	0	198	1	0	0	0	0	0	0	0	0	0	5	0	131	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	
9_reca	51016	0	4788	39	311	41	371	573	677	1407	2783	190	1900	1	1252	1904	1	2169	138	1298	15	0	73	78	800	335	5937	297	63	55	19	0	2	46	117	0	1071	184	1	42	0	793	0	866	0	39	0	554	310	228	35	43	11	0	0	0	448	121	0	34	270	27	33	46	0	10	0	38	22	14	27	69	31	385	33	155	0	38	92	111	11	0	
total	2071199	935400	307346	219220	161679	103420	100905	75844	69561	68437	65526	52535	44678	44633	42321	42272	41033	37441	33958	32515	28338	27440	26316	25170	23314	22732	22629	21554	20491	20322	19650	19277	18604	18326	17385	17211	17193	17123	15143	14592	13318	13291	13283	12280	11993	11461	10814	10352	10293	9727	9542	8876	8267	8025	7843	7761	7758	7724	7636	7472	7470	7385	7272	7263	7060	6855	6711	6587	6521	6342	6261	6051	5996	5952	5896	5637	5606	5598	5504	5348	5303	5294
